"SiteID","Visit","Year","Detection","ObsID","SiteVisited","Region","Meereshoehe","Besonnung","Fische","Wasserspiegel","Wasserflaeche.mean","log.Area.scaled","Fluctuations","NewSite"
"P_137",2,1999,NA,134,0,"Aaretal",510,"wechselnd",0,"stark schwankend",550,0.333544826862935,1,0
"P_138",2,1999,NA,134,0,"Aaretal",440,"schattig",0,"kaum schwankend",200,-0.213429282328588,0,0
"P_139",2,1999,NA,134,0,"Aaretal",350,"wechselnd",0,"stark schwankend",900,0.599832143013659,1,0
"P_140",2,1999,NA,134,0,"Aaretal",372,"wechselnd",1,"unbekannt",1500,0.876042597676486,0,0
"P_141",2,1999,0,12,1,"Aaretal",328,"wechselnd",1,"kaum schwankend",40,-1.08357398598975,0,0
"P_142",2,1999,0,12,1,"Aaretal",328,NA,0,NA,NA,0,0,0
"P_143",2,1999,NA,134,0,"Aaretal",360,"schattig",0,"kaum schwankend",135.333333333333,-0.424608295816618,0,0
"P_144",2,1999,NA,134,0,"Aaretal",374,"wechselnd",0,"stark schwankend",25.5,-1.32692914793712,1,0
"P_145",2,1999,NA,134,0,"Aaretal",416,"wechselnd",0,"kaum schwankend",90,-0.645164113550296,0,0
"P_146",2,1999,NA,134,0,"Aaretal",360,"wechselnd",0,"stark schwankend",95,-0.615932129283294,1,0
"P_147",2,1999,0,12,1,"Aaretal",585,"wechselnd",0,"kaum schwankend",130,-0.446347011582252,0,0
"P_148",2,1999,NA,134,0,"Aaretal",350,"wechselnd",1,"stark schwankend",770,0.515478776308152,1,0
"P_149",2,1999,0,23,1,"Aaretal",338,"wechselnd",1,"unbekannt",5500,1.57858630393914,0,0
"P_150",2,1999,NA,134,0,"Aaretal",340,"wechselnd",0,"stark schwankend",1500,0.876042597676486,1,0
"P_151",2,1999,NA,134,0,"Aaretal",405,"wechselnd",0,"kaum schwankend",13,-1.69102315141771,0,0
"P_152",2,1999,NA,134,0,"Aaretal",330,"sonnig",1,"kaum schwankend",80,-0.708844069161042,0,0
"P_153",2,1999,NA,134,0,"Aaretal",430,"wechselnd",0,"kaum schwankend",147.5,-0.37806259414017,0,0
"P_154",2,1999,NA,134,0,"Aaretal",340,"schattig",1,"kaum schwankend",800,0.536145429299463,0,0
"P_155",2,1999,NA,134,0,"Aaretal",460,"wechselnd",0,"kaum schwankend",12.6666666666667,-1.70505763990144,0,0
"P_156",2,1999,NA,134,0,"Aaretal",440,"sonnig",0,"stark schwankend",1883.33333333333,0.999097575776573,1,0
"P_157",2,1999,NA,134,0,"Aaretal",430,"wechselnd",0,"stark schwankend",35.5,-1.14808985318147,1,0
"P_158",2,1999,NA,134,0,"Aaretal",390,"wechselnd",1,"stark schwankend",1000,0.656801920720396,1,0
"P_159",2,1999,0,27,1,"Aaretal",380,"wechselnd",1,"kaum schwankend",750,0.501248708461525,0,0
"P_160",2,1999,0,27,1,"Aaretal",445,"wechselnd",1,"kaum schwankend",300,0.0058041854081534,0,0
"P_161",2,1999,NA,134,0,"Aaretal",400,"wechselnd",0,"stark schwankend",92.5,-0.630350605313732,1,0
"P_162",2,1999,0,27,1,"Aaretal",370,"wechselnd",0,"stark schwankend",260,-0.0715703132785268,1,0
"P_163",2,1999,NA,134,0,"Aaretal",350,"wechselnd",1,"stark schwankend",106,-0.556695726998898,1,0
"P_164",2,1999,1,27,1,"Aaretal",370,"sonnig",0,"stark schwankend",1066.66666666667,0.691698754205473,1,0
"P_165",2,1999,1,27,1,"Aaretal",360,"wechselnd",0,"stark schwankend",375,0.126458423928328,1,0
"P_166",2,1999,NA,134,0,"Aaretal",356,"wechselnd",0,"stark schwankend",55,-0.911417025885722,1,0
"P_167",2,1999,NA,134,0,"Aaretal",355,"wechselnd",1,"kaum schwankend",808.333333333333,0.541748710135537,0,0
"P_168",2,1999,NA,134,0,"Aaretal",382,"sonnig",0,"stark schwankend",1177.33333333333,0.745074477335609,1,0
"P_169",2,1999,NA,134,0,"Aaretal",375,"wechselnd",0,"kaum schwankend",10,-1.83276368834748,0,0
"P_170",2,1999,NA,134,0,"Aaretal",353,"sonnig",0,"kaum schwankend",10,-1.83276368834748,0,0
"P_171",2,1999,NA,134,0,"Aaretal",400,"wechselnd",0,"stark schwankend",91.8571428571429,-0.634121204468522,1,0
"P_172",2,1999,NA,134,0,"Aaretal",404,"sonnig",0,"kaum schwankend",106.666666666667,-0.553305950132974,0,0
"P_173",2,1999,0,1,1,"Aaretal",320,"sonnig",1,"stark schwankend",10000,1.90184737938919,1,0
"P_174",2,1999,0,1,1,"Aaretal",320,"sonnig",1,"kaum schwankend",17500,2.20444174918346,0,0
"P_175",2,1999,0,1,1,"Aaretal",318,"wechselnd",1,"stark schwankend",403.5,0.166065284263187,1,0
"P_176",2,1999,0,1,1,"Aaretal",323,"schattig",0,"kaum schwankend",90,-0.645164113550296,0,0
"P_177",2,1999,0,1,1,"Aaretal",323,"wechselnd",1,"kaum schwankend",966.666666666667,0.638470911481875,0,0
"P_178",2,1999,1,12,1,"Aaretal",360,"wechselnd",0,"stark schwankend",200,-0.213429282328588,1,0
"P_179",2,1999,0,1,1,"Aaretal",380,"schattig",1,"stark schwankend",1000,0.656801920720396,1,0
"P_180",2,1999,NA,134,0,"Aaretal",495,"wechselnd",0,"kaum schwankend",17.5,-1.53040064137866,0,0
"P_181",2,1999,0,12,1,"Aaretal",323,"wechselnd",1,"kaum schwankend",750,0.501248708461525,0,0
"P_182",2,1999,0,1,1,"Aaretal",316,"wechselnd",1,"kaum schwankend",15000,2.12108967848587,0,0
"P_183",2,1999,0,1,1,"Aaretal",320,"wechselnd",1,"stark schwankend",4033.33333333333,1.41088015821553,1,0
"P_184",2,1999,0,1,1,"Aaretal",316,"wechselnd",1,"stark schwankend",12500,2.02250511444753,1,0
"P_185",2,1999,NA,134,0,"Aaretal",340,"wechselnd",1,"stark schwankend",30,-1.23908395388733,1,1
"P_186",2,1999,0,1,1,"Aaretal",345,"sonnig",0,"stark schwankend",73,-0.75834966303517,1,1
"P_187",2,1999,0,19,1,"Reusstal",355,"schattig",0,"unbekannt",240,-0.114849151975372,0,0
"P_188",2,1999,0,19,1,"Reusstal",357,"wechselnd",1,"stark schwankend",4200,1.43277453261949,1,0
"P_189",2,1999,0,8,1,"Reusstal",370,"sonnig",1,"stark schwankend",675,0.444279131015961,1,0
"P_190",2,1999,NA,134,0,"Reusstal",360,"wechselnd",0,"kaum schwankend",60,-0.86437655714206,0,0
"P_191",2,1999,0,31,1,"Reusstal",370,"wechselnd",0,"kaum schwankend",65,-0.821102916620091,0,0
"P_192",2,1999,NA,134,0,"Reusstal",605,"wechselnd",0,"kaum schwankend",400,0.161354694184988,0,0
"P_193",2,1999,NA,134,0,"Reusstal",360,"wechselnd",1,"stark schwankend",5751.875,1.60279844314402,1,0
"P_194",2,1999,1,14,1,"Reusstal",368,"sonnig",0,"kaum schwankend",214.5,-0.175584940529446,0,0
"P_195",2,1999,NA,134,0,"Reusstal",360,"wechselnd",1,"stark schwankend",17500,2.20444174918346,1,0
"P_196",2,1999,NA,134,0,"Reusstal",375,NA,1,NA,NA,0,0,0
"P_197",2,1999,1,14,1,"Reusstal",360,"wechselnd",0,"kaum schwankend",133.333333333333,-0.432658244547284,0,0
"P_198",2,1999,1,14,1,"Reusstal",370,"sonnig",1,"kaum schwankend",200,-0.213429282328588,0,0
"P_199",2,1999,NA,134,0,"Reusstal",368,"wechselnd",0,"stark schwankend",260,-0.0715703132785268,1,0
"P_200",2,1999,1,14,1,"Reusstal",375,"sonnig",0,"stark schwankend",120.5,-0.487375991418308,1,0
"P_201",2,1999,NA,134,0,"Reusstal",380,"schattig",1,"kaum schwankend",660,0.43212782448346,0,0
"P_202",2,1999,NA,134,0,"Reusstal",410,"wechselnd",1,"stark schwankend",434,0.205465442244744,1,0
"P_203",2,1999,NA,134,0,"Reusstal",455,"schattig",0,"kaum schwankend",300,0.0058041854081534,0,0
"P_204",2,1999,NA,134,0,"Reusstal",385,NA,0,NA,NA,0,0,0
"P_205",2,1999,0,19,1,"Reusstal",360,"wechselnd",0,"kaum schwankend",90,-0.645164113550296,0,0
"P_206",2,1999,0,19,1,"Reusstal",360,"schattig",1,"kaum schwankend",250,-0.0927768460681951,0,0
"P_207",2,1999,0,19,1,"Reusstal",358,"schattig",0,"stark schwankend",NA,0,1,0
"P_208",2,1999,NA,134,0,"Reusstal",358,NA,0,NA,15,-1.6137012984339,0,0
"P_209",2,1999,1,2,1,"Reusstal",360,"schattig",1,"stark schwankend",310,0.0235336673588258,1,0
"P_210",2,1999,0,8,1,"Reusstal",355,"wechselnd",1,"stark schwankend",900,0.599832143013659,1,0
"P_211",2,1999,1,2,1,"Reusstal",367,"wechselnd",1,"stark schwankend",7625,1.75523023230053,1,0
"P_212",2,1999,0,31,1,"Reusstal",400,"wechselnd",1,"kaum schwankend",20000,2.27664460299897,0,0
"P_213",2,1999,1,2,1,"Reusstal",370,"sonnig",1,"kaum schwankend",725,0.482917761373078,0,0
"P_214",2,1999,NA,134,0,"Reusstal",360,"wechselnd",0,"kaum schwankend",200,-0.213429282328588,0,0
"P_215",2,1999,NA,134,0,"Reusstal",420,"wechselnd",1,"kaum schwankend",44,-1.03205029600098,0,0
"P_216",2,1999,1,14,1,"Reusstal",360,"sonnig",0,"kaum schwankend",47.6,-0.989535795484016,0,0
"P_217",2,1999,0,2,1,"Reusstal",370,"wechselnd",0,"kaum schwankend",150,-0.368975285512288,0,0
"P_218",2,1999,0,2,1,"Reusstal",360,"schattig",0,"kaum schwankend",100,-0.58819974240065,0,0
"P_219",2,1999,NA,134,0,"Reusstal",367,"sonnig",1,"stark schwankend",850,0.568925885433185,1,0
"P_220",2,1999,0,8,1,"Reusstal",535,"wechselnd",0,"kaum schwankend",280,-0.0315002482187067,0,0
"P_221",2,1999,NA,134,0,"Reusstal",420,"sonnig",0,"kaum schwankend",150,-0.368975285512288,0,0
"P_222",2,1999,NA,134,0,"Reusstal",450,"sonnig",0,"kaum schwankend",342,0.0766513756666374,0,0
"P_223",2,1999,NA,134,0,"Reusstal",440,"wechselnd",0,"kaum schwankend",255,-0.082069623496165,0,0
"P_224",2,1999,NA,134,0,"Reusstal",440,"sonnig",0,"stark schwankend",84,-0.68246554363492,1,0
"P_225",2,1999,NA,134,0,"Reusstal",430,"wechselnd",0,"kaum schwankend",600,0.380592667627502,0,0
"P_226",2,1999,NA,134,0,"Reusstal",420,"wechselnd",1,"kaum schwankend",6000,1.62563488203296,0,0
"P_227",2,1999,0,4,1,"Reusstal",390,"wechselnd",1,"stark schwankend",300,0.0058041854081534,1,0
"P_228",2,1999,0,31,1,"Reusstal",486,"wechselnd",1,"unbekannt",1500,0.876042597676486,0,0
"P_229",2,1999,0,8,1,"Reusstal",380,"wechselnd",0,"kaum schwankend",2250,1.09528387542255,0,0
"P_230",2,1999,0,8,1,"Reusstal",380,"sonnig",0,"stark schwankend",2000,1.03159671111706,1,0
"P_231",2,1999,0,31,1,"Reusstal",430,"wechselnd",1,"kaum schwankend",1000,0.656801920720396,0,0
"P_232",2,1999,0,4,1,"Reusstal",380,"sonnig",1,"kaum schwankend",110,-0.536668681440718,0,0
"P_233",2,1999,NA,134,0,"Reusstal",383,"wechselnd",0,"stark schwankend",32.5,-1.19581724232206,1,0
"P_234",2,1999,NA,134,0,"Reusstal",510,"wechselnd",1,"kaum schwankend",305,0.0147415890671571,0,0
"P_235",2,1999,NA,134,0,"Reusstal",490,"schattig",1,"kaum schwankend",300,0.0058041854081534,0,0
"P_236",2,1999,NA,134,0,"Reusstal",590,"wechselnd",0,"kaum schwankend",48,-0.985011874630656,0,0
"P_237",2,1999,NA,134,0,"Reusstal",510,"schattig",0,"kaum schwankend",350,0.0891537328324744,0,0
"P_238",2,1999,NA,134,0,"Reusstal",600,"wechselnd",0,"kaum schwankend",127.5,-0.456845914065735,0,0
"P_239",2,1999,NA,134,0,"Reusstal",380,"sonnig",1,"unbekannt",6000,1.62563488203296,0,0
"P_240",2,1999,NA,134,0,"Reusstal",380,"schattig",1,"unbekannt",2250,1.09528387542255,0,0
"P_241",2,1999,0,19,1,"Reusstal",500,"sonnig",1,"kaum schwankend",8000,1.78118967136672,0,0
"P_242",2,1999,NA,134,0,"Reusstal",410,"sonnig",0,"unbekannt",80,-0.708844069161042,0,0
"P_243",2,1999,NA,134,0,"Reusstal",380,"sonnig",1,"kaum schwankend",750,0.501248708461525,0,0
"P_244",2,1999,NA,134,0,"Reusstal",380,"wechselnd",1,"kaum schwankend",6500,1.66891538440967,0,0
"P_245",2,1999,NA,134,0,"Reusstal",380,"wechselnd",1,"kaum schwankend",5666.66666666667,1.59472832405728,0,0
"P_246",2,1999,NA,134,0,"Reusstal",440,"sonnig",0,"stark schwankend",389.5,0.146971578203168,1,0
"P_247",2,1999,0,8,1,"Reusstal",470,"wechselnd",1,"kaum schwankend",1878.5,0.997708114844261,0,0
"P_248",2,1999,NA,134,0,"Reusstal",380,"wechselnd",0,"stark schwankend",1750,0.959394204904246,1,0
"P_249",2,1999,NA,134,0,"Reusstal",440,"schattig",1,"unbekannt",2000,1.03159671111706,0,0
"P_250",2,1999,0,8,1,"Reusstal",380,"wechselnd",0,"kaum schwankend",2500,1.15225401360295,0,0
"P_251",2,1999,NA,134,0,"Reusstal",380,"unbekannt",1,"stark schwankend",1250.5,0.777674924913911,1,0
"P_252",2,1999,NA,134,0,"Reusstal",380,"wechselnd",1,"stark schwankend",2000,1.03159671111706,1,0
"P_253",2,1999,NA,134,0,"Reusstal",460,"wechselnd",1,"kaum schwankend",250,-0.0927768460681951,0,0
"P_254",2,1999,NA,134,0,"Reusstal",450,"wechselnd",1,"kaum schwankend",2400,1.13018089665447,0,0
"P_255",2,1999,NA,134,0,"Reusstal",440,"sonnig",0,"stark schwankend",32,-1.20419804378846,1,0
"P_256",2,1999,NA,134,0,"Reusstal",440,"wechselnd",0,"kaum schwankend",27,-1.29603431281937,0,0
"P_257",2,1999,NA,134,0,"Reusstal",440,"wechselnd",1,"kaum schwankend",2400,1.13018089665447,0,0
"P_258",2,1999,NA,134,0,"Reusstal",430,"wechselnd",0,"stark schwankend",42.4166666666667,-1.05186210531896,1,0
"P_259",2,1999,NA,134,0,"Reusstal",450,"schattig",0,"unbekannt",3,-2.48251509083752,0,0
"P_260",2,1999,NA,134,0,"Reusstal",400,NA,0,"stark schwankend",5,-2.20702127364849,1,0
"P_261",2,1999,1,8,1,"Reusstal",400,"sonnig",1,"stark schwankend",1000,0.656801920720396,1,0
"P_262",2,1999,NA,134,0,"Reusstal",400,"wechselnd",1,"kaum schwankend",650,0.423872546109268,0,0
"P_263",2,1999,NA,134,0,"Reusstal",390,"wechselnd",1,"kaum schwankend",1600,0.910939543809429,0,0
"P_264",2,1999,NA,134,0,"Reusstal",430,"schattig",1,"kaum schwankend",700,0.463943502417018,0,0
"P_265",2,1999,0,8,1,"Reusstal",380,"wechselnd",1,"kaum schwankend",4000,1.40639285329474,0,0
"P_266",2,1999,1,8,1,"Reusstal",380,"sonnig",1,"stark schwankend",7200,1.7242193679677,1,0
"P_267",2,1999,NA,134,0,"Reusstal",400,"sonnig",0,"kaum schwankend",70,-0.781037307205031,0,0
"P_268",2,1999,0,8,1,"Reusstal",380,"sonnig",1,"unbekannt",30000,2.49588699221528,0,0
"P_269",2,1999,0,8,1,"Reusstal",380,"sonnig",1,"kaum schwankend",7000,1.70898687548522,0,0
"P_270",2,1999,NA,134,0,"Reusstal",380,"wechselnd",0,"kaum schwankend",50,-0.962943172630398,0,0
"P_271",2,1999,NA,134,0,"Reusstal",390,"wechselnd",0,"kaum schwankend",860,0.575250076375973,0,0
"P_272",2,1999,NA,134,0,"Reusstal",380,"sonnig",0,"stark schwankend",675,0.444279131015961,1,0
"P_273",2,1999,NA,134,0,"Reusstal",390,"sonnig",0,"unbekannt",450,0.225040656927884,0,0
"P_274",2,1999,0,8,1,"Reusstal",390,"sonnig",1,"stark schwankend",1727.5,0.952397071484078,1,0
"P_275",2,1999,NA,134,0,"Reusstal",380,"sonnig",0,"stark schwankend",860,0.575250076375973,1,0
"P_276",2,1999,NA,134,0,"Reusstal",420,"schattig",0,"kaum schwankend",80,-0.708844069161042,0,0
"P_277",2,1999,0,34,1,"Reusstal",380,"wechselnd",1,"stark schwankend",900,0.599832143013659,1,0
"P_278",2,1999,NA,134,0,"Reusstal",380,"wechselnd",1,"unbekannt",1250,0.777458682495097,0,0
"P_279",2,1999,NA,134,0,"Reusstal",390,"wechselnd",1,"stark schwankend",700,0.463943502417018,1,0
"P_280",2,1999,NA,134,0,"Reusstal",380,"wechselnd",0,"kaum schwankend",950,0.629066972828789,0,0
"P_281",2,1999,NA,134,0,"Reusstal",380,"wechselnd",1,"kaum schwankend",500,0.282009833855328,0,0
"P_282",2,1999,NA,134,0,"Reusstal",380,"sonnig",1,"stark schwankend",600,0.380592667627502,1,0
"P_283",2,1999,NA,134,0,"Reusstal",380,"wechselnd",1,"stark schwankend",700,0.463943502417018,1,0
"P_284",2,1999,NA,134,0,"Reusstal",383,NA,0,NA,NA,0,0,0
"P_285",2,1999,0,8,1,"Reusstal",380,"sonnig",0,"stark schwankend",240,-0.114849151975372,1,0
"P_286",2,1999,NA,134,0,"Reusstal",389,"sonnig",1,"stark schwankend",1600,0.910939543809429,1,0
"P_287",2,1999,0,33,1,"Reusstal",390,"sonnig",1,"stark schwankend",15200,2.12825161269622,1,0
"P_288",2,1999,NA,134,0,"Reusstal",420,"schattig",1,"kaum schwankend",90,-0.645164113550296,0,0
"P_289",2,1999,NA,134,0,"Reusstal",420,"sonnig",1,"kaum schwankend",558.333333333333,0.34167593841008,0,0
"P_290",2,1999,NA,134,0,"Reusstal",400,"wechselnd",0,"kaum schwankend",223.333333333333,-0.153764872450689,0,0
"P_291",2,1999,NA,134,0,"Reusstal",500,NA,0,NA,NA,0,0,0
"P_292",2,1999,NA,134,0,"Reusstal",450,NA,1,NA,NA,0,0,0
"P_293",2,1999,NA,134,0,"Reusstal",440,"wechselnd",1,"stark schwankend",7000,1.70898687548522,1,0
"P_294",2,1999,NA,134,0,"Reusstal",450,"wechselnd",0,"stark schwankend",510,0.292717268461226,1,0
"P_295",2,1999,NA,134,0,"Reusstal",470,"wechselnd",1,"stark schwankend",1250,0.777458682495097,1,0
"P_296",2,1999,NA,134,0,"Reusstal",460,"wechselnd",0,"kaum schwankend",275,-0.0412428361288049,0,0
"P_297",2,1999,NA,134,0,"Reusstal",400,NA,0,NA,NA,0,0,0
"P_298",2,1999,1,3,1,"Reusstal",400,"sonnig",1,"stark schwankend",5000,1.52705042613804,1,0
"P_299",2,1999,1,3,1,"Reusstal",400,"sonnig",1,"stark schwankend",5000,1.52705042613804,1,0
"P_300",2,1999,NA,134,0,"Reusstal",400,"sonnig",0,"stark schwankend",500,0.282009833855328,1,0
"P_301",2,1999,NA,134,0,"Reusstal",380,"wechselnd",0,"kaum schwankend",800,0.536145429299463,0,0
"P_302",2,1999,1,4,1,"Reusstal",380,NA,0,NA,950,0.629066972828789,0,0
"P_303",2,1999,NA,134,0,"Reusstal",380,"wechselnd",1,"stark schwankend",593.333333333333,0.374551158702176,1,0
"P_304",2,1999,NA,134,0,"Reusstal",380,NA,1,NA,1000,0.656801920720396,0,0
"P_305",2,1999,0,4,1,"Reusstal",380,"wechselnd",1,"kaum schwankend",65000,2.91396496083157,0,0
"P_306",2,1999,NA,134,0,"Reusstal",380,"wechselnd",1,"stark schwankend",3000,1.25083828925937,1,0
"P_307",2,1999,NA,134,0,"Reusstal",380,"wechselnd",1,"kaum schwankend",700,0.463943502417018,0,0
"P_308",2,1999,NA,134,0,"Reusstal",380,"wechselnd",1,"unbekannt",15,-1.6137012984339,0,0
"P_309",2,1999,NA,134,0,"Reusstal",380,"wechselnd",1,"kaum schwankend",950,0.629066972828789,0,0
"P_310",2,1999,NA,134,0,"Reusstal",380,"wechselnd",1,"kaum schwankend",1000,0.656801920720396,0,0
"P_311",2,1999,NA,134,0,"Reusstal",380,"sonnig",0,"kaum schwankend",250,-0.0927768460681951,0,0
"P_312",2,1999,NA,134,0,"Reusstal",380,"sonnig",0,"stark schwankend",128.333333333333,-0.453323580971415,1,0
"P_313",2,1999,NA,134,0,"Reusstal",380,"sonnig",1,"stark schwankend",10000,1.90184737938919,1,0
"P_314",2,1999,0,3,1,"Reusstal",470,"wechselnd",1,"stark schwankend",300,0.0058041854081534,1,0
"P_315",2,1999,1,3,1,"Reusstal",400,"sonnig",1,"stark schwankend",55,-0.911417025885722,1,0
"P_316",2,1999,NA,134,0,"Reusstal",400,"sonnig",0,"stark schwankend",500,0.282009833855328,1,0
"P_317",2,1999,NA,134,0,"Reusstal",420,"wechselnd",1,"stark schwankend",883.333333333333,0.589725074510242,1,0
"P_318",2,1999,NA,134,0,"Reusstal",400,"wechselnd",0,"stark schwankend",287.5,-0.0172078012369973,1,0
"P_319",2,1999,NA,134,0,"Reusstal",490,NA,0,"kaum schwankend",24,-1.35969675410654,0,0
"P_320",2,1999,NA,134,0,"Reusstal",390,"wechselnd",1,"kaum schwankend",1100,0.708337405276186,0,0
"P_321",2,1999,0,3,1,"Reusstal",470,NA,0,NA,NA,0,0,0
"P_322",2,1999,0,19,1,"Reusstal",360,"sonnig",1,"stark schwankend",510,0.292717268461226,1,1
"P_323",2,1999,0,2,1,"Reusstal",360,"sonnig",0,"kaum schwankend",400,0.161354694184988,0,1
"P_324",2,1999,NA,134,0,"Reusstal",383,"sonnig",0,"stark schwankend",218.5,-0.165594937913541,1,1
"P_325",2,1999,0,34,1,"Reusstal",382,"wechselnd",1,"stark schwankend",2000,1.03159671111706,1,1
"P_326",2,1999,NA,134,0,"Reusstal",380,"wechselnd",0,"kaum schwankend",300,0.0058041854081534,0,1
"P_327",2,1999,NA,134,0,"Reusstal",380,"sonnig",0,"stark schwankend",2037.5,1.04164125643818,1,1
"P_328",2,1999,NA,134,0,"Reusstal",380,"sonnig",1,"kaum schwankend",725,0.482917761373078,0,1
"P_329",2,1999,NA,134,0,"Reusstal",380,"wechselnd",1,"stark schwankend",500,0.282009833855328,1,1
"P_330",2,1999,NA,134,0,"Reusstal",400,"wechselnd",0,"kaum schwankend",400,0.161354694184988,0,1
"P_331",2,1999,NA,134,0,"Reusstal",380,"sonnig",0,"stark schwankend",250,-0.0927768460681951,1,1
"P_332",2,1999,NA,134,0,"Reusstal",390,"wechselnd",0,"stark schwankend",600,0.380592667627502,1,1
"P_333",2,1999,NA,134,0,"Reusstal",380,"sonnig",0,"stark schwankend",530,0.313516297508141,1,1
"P_334",2,1999,NA,134,0,"Reusstal",400,"wechselnd",1,"stark schwankend",200,-0.213429282328588,1,1
"P_335",2,1999,0,11,1,"Suhretal",450,"wechselnd",1,"kaum schwankend",225,-0.149744821475101,0,0
"P_336",2,1999,0,11,1,"Suhretal",500,"wechselnd",1,"kaum schwankend",400,0.161354694184988,0,0
"P_337",2,1999,NA,134,0,"Suhretal",460,"sonnig",0,"kaum schwankend",11.5,-1.75726228511285,0,0
"P_338",2,1999,0,11,1,"Suhretal",500,"wechselnd",1,"kaum schwankend",1500,0.876042597676486,0,0
"P_339",2,1999,0,11,1,"Suhretal",460,"sonnig",0,"kaum schwankend",125,-0.467552712595223,0,0
"P_340",2,1999,0,25,1,"Suhretal",460,"wechselnd",1,"stark schwankend",1366.66666666667,0.825707236750066,1,0
"P_341",2,1999,1,25,1,"Suhretal",420,"sonnig",0,"stark schwankend",318.666666666667,0.0384426005698759,1,0
"P_342",2,1999,0,25,1,"Suhretal",420,"wechselnd",0,"kaum schwankend",300,0.0058041854081534,0,0
"P_343",2,1999,0,25,1,"Suhretal",460,"wechselnd",1,"kaum schwankend",633.333333333333,0.409827339342088,0,0
"P_344",2,1999,NA,134,0,"Suhretal",445,"wechselnd",0,"kaum schwankend",148,-0.376232873641227,0,0
"P_345",2,1999,NA,134,0,"Suhretal",397,"wechselnd",0,"kaum schwankend",17.5,-1.53040064137866,0,0
"P_346",2,1999,0,30,1,"Suhretal",430,"schattig",1,"kaum schwankend",432,0.202967950513935,0,0
"P_347",2,1999,0,30,1,"Suhretal",440,"wechselnd",0,"kaum schwankend",120,-0.48962411741531,0,0
"P_348",2,1999,NA,134,0,"Suhretal",409,"sonnig",0,"stark schwankend",300,0.0058041854081534,1,0
"P_349",2,1999,1,11,1,"Suhretal",450,"sonnig",0,"stark schwankend",523.333333333333,0.306671798280122,1,0
"P_350",2,1999,0,11,1,"Suhretal",436,"sonnig",0,"stark schwankend",1536.66666666667,0.889101111952803,1,0
"P_351",2,1999,NA,134,0,"Suhretal",435,"sonnig",0,"stark schwankend",125,-0.467552712595223,1,0
"P_352",2,1999,1,11,1,"Suhretal",450,"wechselnd",1,"kaum schwankend",150,-0.368975285512288,0,0
"P_353",2,1999,0,11,1,"Suhretal",550,"wechselnd",0,"kaum schwankend",80,-0.708844069161042,0,0
"P_354",2,1999,0,11,1,"Suhretal",570,"sonnig",0,"kaum schwankend",532.5,0.316060811887719,0,0
"P_355",2,1999,0,11,1,"Suhretal",460,"wechselnd",1,"kaum schwankend",70,-0.781037307205031,0,0
"P_356",2,1999,0,7,1,"Suhretal",470,"wechselnd",0,"kaum schwankend",165,-0.317442586272134,0,0
"P_357",2,1999,1,7,1,"Suhretal",470,"sonnig",0,"kaum schwankend",300,0.0058041854081534,0,0
"P_358",2,1999,0,7,1,"Suhretal",475,"sonnig",0,"stark schwankend",15,-1.6137012984339,1,0
"P_359",2,1999,NA,134,0,"Suhretal",475,"sonnig",0,"kaum schwankend",1600,0.910939543809429,0,0
"P_360",2,1999,0,7,1,"Suhretal",540,"wechselnd",0,"kaum schwankend",575,0.357580289177378,0,0
"P_361",2,1999,0,6,1,"Suhretal",450,"sonnig",0,"stark schwankend",185.25,-0.254852169059153,1,0
"P_362",2,1999,0,6,1,"Suhretal",485,"wechselnd",1,"kaum schwankend",1549.5,0.893598092411521,0,0
"P_363",2,1999,0,6,1,"Suhretal",490,"wechselnd",1,"kaum schwankend",330,0.0573385230327785,0,0
"P_364",2,1999,NA,134,0,"Suhretal",460,"wechselnd",0,"kaum schwankend",1010.66666666667,0.662538983637482,0,0
"P_365",2,1999,0,6,1,"Suhretal",485,"wechselnd",0,"kaum schwankend",286.5,-0.0190917740354999,0,0
"P_366",2,1999,NA,134,0,"Suhretal",450,"wechselnd",0,"stark schwankend",40,-1.08357398598975,1,0
"P_367",2,1999,0,7,1,"Suhretal",635,"wechselnd",0,"stark schwankend",80,-0.708844069161042,1,0
"P_368",2,1999,0,7,1,"Suhretal",650,"schattig",0,"stark schwankend",150,-0.368975285512288,1,0
"P_369",2,1999,0,7,1,"Suhretal",574,"wechselnd",1,"kaum schwankend",6500,1.66891538440967,0,0
"P_370",2,1999,0,7,1,"Suhretal",485,"wechselnd",0,"stark schwankend",25,-1.33763255533506,1,0
"P_371",2,1999,0,7,1,"Suhretal",545,"wechselnd",1,"kaum schwankend",1800,0.974626633015923,0,0
"P_372",2,1999,0,28,1,"Suhretal",590,"schattig",1,"kaum schwankend",96,-0.610270696704785,0,0
"P_373",2,1999,1,28,1,"Suhretal",470,"sonnig",0,"kaum schwankend",800,0.536145429299463,0,0
"P_374",2,1999,1,28,1,"Suhretal",470,"wechselnd",0,"stark schwankend",140,-0.406278431847511,1,0
"P_375",2,1999,0,28,1,"Suhretal",480,"schattig",0,NA,500,0.282009833855328,0,0
"P_376",2,1999,NA,134,0,"Suhretal",480,"wechselnd",0,"stark schwankend",250,-0.0927768460681951,1,0
"P_377",2,1999,NA,134,0,"Suhretal",407,"sonnig",0,"kaum schwankend",256,-0.0799533886087368,0,1
"P_378",2,1999,NA,134,0,"Suhretal",408,"sonnig",0,"kaum schwankend",400,0.161354694184988,0,1
